"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
su_6mo_imp_3,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Getting health care for physical health","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[su_stig_1_6mo] = '1' or [su_stig_2_6mo] = '1'",,,,su_stig_6mo_impact_v2,,
su_6mo_imp_4,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Getting health care for mental health","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[su_stig_1_6mo] = '1' or [su_stig_2_6mo] = '1'",,,,su_stig_6mo_impact_v2,,
sustigma_intro,stigma_due_to_substance_use_susms_3_on_whoassist_f,,descriptive,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <p>Substance Use Stigma Mechanisms Scale (SU-SMS)</p> <p><span style=""font-weight: normal;"">The following questions ask about your alcohol and/or drug use </span>history<span style=""font-weight: normal;"">, which includes any past or current experiences using alcohol and/or drugs. We know that some people have never used substances, some have used in the past, and some are currently using substances. We ask everyone to answer these questions because we want to know about all of these various experiences. The first group of questions ask about how people have treated you in the past because of any alcohol or drug use history OR because someone assumed you had an alcohol or drug use history. The second group of questions asks about how people will treat you in the future because of any alcohol or drug use history OR because people assume you have an alcohol or drug use history.  </span><span style=""color: #000000; font-weight: normal;"">The third group of questions ask about how you feel about your own drug use (either current or past).<br /></span></p> <p> </p> </div></div>",,,,,,,,,,,,,
susms_past,stigma_due_to_substance_use_susms_3_on_whoassist_f,,descriptive,"<div class=""rich-text-field-label""><p>How often have people treated you this way in the past because of any alcohol and/or drug use history or because someone assumed you had an alcohol or drug use history?<br /><br /></p></div>",,,,,,,,,,,,,
susms1,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Family members have thought that I cannot be trusted.","1, Never | 2, Not often | 3, Somewhat often | 4, Often | 5, Very often",,,,,,,,,,,,
susms2,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Family members have looked down on me.","1, Never | 2, Not often | 3, Somewhat often | 4, Often | 5, Very often",,,,,,,,,,,,
susms3,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Family members have treated me differently.","1, Never | 2, Not often | 3, Somewhat often | 4, Often | 5, Very often",,,,,,,,,,,,
susms4,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Healthcare workers have not listened to my concerns.","1, Never | 2, Not often | 3, Somewhat often | 4, Often | 5, Very often",,,,,,,,,,,,
susms5,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Healthcare workers have thought that I'm pill shopping, or trying to con them into giving me prescription medications to get high or sell.","1, Never | 2, Not often | 3, Somewhat often | 4, Often | 5, Very often",,,,,,,,,,,,
susms6,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Healthcare workers have given me poor care.","1, Never | 2, Not often | 3, Somewhat often | 4, Often | 5, Very often",,,,,,,,,,,,
susms_future,stigma_due_to_substance_use_susms_3_on_whoassist_f,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #000000;""> How likely is it that people will treat you in the following ways in the future because of any current or past alcohol or drug use, or because someone assumes you currently use or assumed you had an alcohol or drug use history? </span></p></div>",,,,,,,,,,,,,
susms7,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Family members will think that I cannot be trusted.","1, Very unlikely | 2, Unlikely | 3, Neither unlikely nor likely | 4, Likely | 5, Very likely",,,,,,,,,,,,
susms8,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Family members will look down on me.","1, Very unlikely | 2, Unlikely | 3, Neither unlikely nor likely | 4, Likely | 5, Very likely",,,,,,,,,,,,
susms9,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Family members will treat me differently.","1, Very unlikely | 2, Unlikely | 3, Neither unlikely nor likely | 4, Likely | 5, Very likely",,,,,,,,,,,,
susms10,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Healthcare workers will not listen to my concerns.","1, Very unlikely | 2, Unlikely | 3, Neither unlikely nor likely | 4, Likely | 5, Very likely",,,,,,,,,,,,
susms11,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Healthcare workers will think that I'm pill shopping, or trying to con them into giving me prescription medications to get high or sell.  ","1, Very unlikely | 2, Unlikely | 3, Neither unlikely nor likely | 4, Likely | 5, Very likely",,,,,,,,,,,,
susms12,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Healthcare workers will give me poor care.","1, Very unlikely | 2, Unlikely | 3, Neither unlikely nor likely | 4, Likely | 5, Very likely",,,,,,,,,,,,
susms_you,stigma_due_to_substance_use_susms_3_on_whoassist_f,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">How do you </span>feel <span style=""font-weight: normal;"">about your alcohol and/or drug use history?</span></p></div>",,,,,,,,,,,,,
susms13,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Having used alcohol and/or drugs makes me feel like I'm a bad person.
","1, Strongly disagree | 2, Disagree | 3, Neither disagree nor agree | 4, Agree | 5, Strongly agree",,,,,,,,,,,,
susms14,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"I feel I'm not as good as others because I used alcohol and/or drugs.
","1, Strongly disagree | 2, Disagree | 3, Neither disagree nor agree | 4, Agree | 5, Strongly agree",,,,,,,,,,,,
susms15,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"I feel ashamed of having used alcohol and/or drugs.
","1, Strongly disagree | 2, Disagree | 3, Neither disagree nor agree | 4, Agree | 5, Strongly agree",,,,,,,,,,,,
susms16,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"I think less of myself because I used alcohol and/or drugs.
","1, Strongly disagree | 2, Disagree | 3, Neither disagree nor agree | 4, Agree | 5, Strongly agree",,,,,,,,,,,,
susms17,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Having used alcohol and/or drugs makes me feel unclean.
","1, Strongly disagree | 2, Disagree | 3, Neither disagree nor agree | 4, Agree | 5, Strongly agree",,,,,,,,,,,,
susms18,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Having used alcohol and/or drugs is disgusting to me.
","1, Strongly disagree | 2, Disagree | 3, Neither disagree nor agree | 4, Agree | 5, Strongly agree",,,,,,,,,,,,
mh_stigma_prompt,mental_health_stigma,,descriptive,"We know that mental health problems are common. We also know that sometimes people make assumptions about others having mental health problems.",,,,,,,,,,,,,
mh_stig_1_ever,mental_health_stigma,,radio,"Has anyone ever held negative opinions about you because you have or have had emotional or mental health problems or they assumed you had these problems?","1, Yes | 2, No | -98, Don't Know | -99, Refused",,,,,,,,,,,,
mh_stig_1_6mo,mental_health_stigma,,radio,"Did this happen in the past six months?","1, Yes | 2, No | -98, Don't Know | -99, Refused",,,,,,"[mh_stig_1_ever] = '1'",,,,,,
mh_stig_2_ever,mental_health_stigma,,radio,"Has anyone ever treated you unfairly because you have or have had emotional or mental health problems or they assumed you had these problems?","1, Yes | 2, No | -98, Don't Know | -99, Refused",,,,,,,,,,,,
mh_stig_2_6mo,mental_health_stigma,,radio,"Did this happen in the past six months?","1, Yes | 2, No | -98, Don't Know | -99, Refused",,,,,,"[mh_stig_2_ever] = '1'",,,,,,
mh_ev_imp_1,mental_health_stigma,"Please tell me how this has ever impacted you in...",radio,"Getting and keeping your housing","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[mh_stig_1_ever] = '1' or [mh_stig_2_ever] = '1'",,,,mh_stig_ever_impact,,
mh_ev_imp_2,mental_health_stigma,,radio,"Getting and keeping your shelter","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[mh_stig_1_ever] = '1' or [mh_stig_2_ever] = '1'",,,,mh_stig_ever_impact,,
mh_ev_imp_3,mental_health_stigma,,radio,"Getting health care for physical health","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[mh_stig_1_ever] = '1' or [mh_stig_2_ever] = '1'",,,,mh_stig_ever_impact,,
mh_ev_imp_4,mental_health_stigma,,radio,"Getting health care for mental health","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[mh_stig_1_ever] = '1' or [mh_stig_2_ever] = '1'",,,,mh_stig_ever_impact,,
mh_6mo_imp_1,mental_health_stigma,"Please tell me how this has ever impacted you in the last 6 months...",radio,"Getting and keeping your housing","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[mh_stig_1_6mo] = '1' or [mh_stig_2_6mo] = '1'",,,,mh_stig_6mo_impact,,
mh_6mo_imp_2,mental_health_stigma,,radio,"Getting and keeping your shelter","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[mh_stig_1_6mo] = '1' or [mh_stig_2_6mo] = '1'",,,,mh_stig_6mo_impact,,
mh_6mo_imp_3,mental_health_stigma,,radio,"Getting health care for physical health","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[mh_stig_1_6mo] = '1' or [mh_stig_2_6mo] = '1'",,,,mh_stig_6mo_impact,,
mh_6mo_imp_4,mental_health_stigma,,radio,"Getting health care for mental health","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[mh_stig_1_6mo] = '1' or [mh_stig_2_6mo] = '1'",,,,mh_stig_6mo_impact,,
c1,children_hh2bl_children_modified,,radio,"<div class=""rich-text-field-label""><p>I would like to ask you about any children you have. This includes your biological children, children you adopted, and step-children.<br /><br />Do you have any living children?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
c2,children_hh2bl_children_modified,,text,"<div class=""rich-text-field-label""><p>How many (<span style=""color: #236fa1;"">living</span>) children do you have?</p></div>",,"1-20, -98 = Don't know/Refused",,,,,"[c1] = '1'",,,,,,
c1e,children_hh2bl_children_modified,,radio,"<div class=""rich-text-field-label""><p>Have you seen any of your children in the last 6 months?</p></div>","1, Yes | 2, No | -98, Don't know","1-20, -98 = Don't know/Refused",,,,,"[c1] = '1'",,,,,,
f9,family_hh2bl_family_modified,,radio,"<div class=""rich-text-field-label""><p>Are you in touch with any other family members, <span style=""color: #000000;"">other than children previously mentioned?</span></p> <p><br /><br /></p></div>","1, Yes | 2, No | -98, Don't know",,,,,,,,,,,,
f10,family_hh2bl_family_modified,,text,"How many family members are you in touch with, not including  family you are living with or previously mentioned children?",,"[# of family members], -98 = Don't know",,,,,"[f9] = '1'",,,,,,
f14,family_hh2bl_family_modified,,radio,"Have you seen any of those family members in the last six months?","1, Yes | 2, No | -98, Don't know",,,,,,"[f9] = '1' or [f9] = '-98'",,,,,,
sx,sexual_relationships_hh2bl_sexualrelationships_150,,text,"<div class=""rich-text-field-label""><p>How many marriages and/or live-in relationships have you had?<br /><br /></p></div>",,"[# of marriages and/or live in relationships], -98 Don't know",,,,,,,,,,,
sx2,sexual_relationships_hh2bl_sexualrelationships_150,,radio,"<div class=""rich-text-field-label""><p>Do you think of yourself as - (<span style=""color: #e03e2d;"">READ CHOICES</span>)</p></div>","1, Heterosexual or straight | 2, Gay, lesbian, or homosexual | 3, Bisexual | 4, Other | -98, Don't  know",,,,,,,,,,,,
sx2_o,sexual_relationships_hh2bl_sexualrelationships_150,,text,"Specify other",,,,,,,"[sx2] = '4'",,,,,,
n1,incarceration_hh2bl_incarceration_156158,"In this next section I'll be asking you some questions about any jail or prison time you've served.",radio,"<div class=""rich-text-field-label""><p>As an adult (over 18) have you <span style=""color: #000000;"">ever</span> spent one night or more in a city or county jail?</p> <p> </p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
n2,incarceration_hh2bl_incarceration_156158,,text,"How old were you the first time this happened?",,"[age in years], -98 = Don't know/Refused",,,,,"[n1] = '1'",,,,,,
n3,incarceration_hh2bl_incarceration_156158,,text,"<div class=""rich-text-field-label""><p>When was the last time this happened? I just need the month and year.<br /><br /></p></div>",,"[month/year], -98 = Don't know/Refused",,,,,"[n1] = '1'",,,,,,
n6,incarceration_hh2bl_incarceration_156158,,radio,"<div class=""rich-text-field-label""><p>Are you currently on probation?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
n7,incarceration_hh2bl_incarceration_156158,,radio,"Have you ever in your life served any time in a state or federal prison?","1, Yes | 2, No | -98, Don't know/Refused",,,,,,,,,,,,
n8,incarceration_hh2bl_incarceration_156158,,text,"How old were you the first time you were sent to state or federal prison?",,"[age in years]; -98 = Don't know/Refused",,,,,"[n7] = '1'",,,,,,
n10,incarceration_hh2bl_incarceration_156158,,text,"<div class=""rich-text-field-label""><p>When was the last time you were released from state or federal prison? I just need the month and the year.<br /><br /><br /></p></div>",,"[month/year]; -98 = Don't know/Refused",,,,,"[n7] = '1'",,,,,,
n14,incarceration_hh2bl_incarceration_156158,,radio,"<div class=""rich-text-field-label""><p>Are you currently on parole?</p></div>","1, Yes | 2, No | -98, Don't know/Refused",,,,,,"[n7] = '1'",,,,,,
